ID,Sex,Status,Children,Est_Income,Car_Owner,Usage,Age,RatePlan,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype
498,F,S,0,42760.5,N,53.7,46,3,13.47,0,40.23,0,CC,Budget,Standard
499,F,S,1,49072,N,34.25,47,2,23.5,0,10.74,0,Auto,Budget,Intnl_discount
500,F,M,0,27371.8,Y,142.7,48,4,16.14,0,126.55,0,CC,FreeLocal,Standard
504,M,M,1,71472.9,N,130.22,41.913333,3,16.02,0,114.2,0,CH,Budget,Standard
505,F,M,0,95405.7,N,13.96,42,4,7.74,0,6.21,0,CC,Budget,Standard
506,F,S,0,95786.8,Y,108.79,43,4,21.33,0,87.46,0,CC,Budget,Standard
508,M,S,0,90321.6,N,12.39,30,2,0.87,0,11.52,0,Auto,FreeLocal,Intnl_discount
509,M,S,0,90478.6,N,154.49,54.553333,2,18.02,0,136.47,0,CC,FreeLocal,Standard
510,F,M,2,56187,N,21.83,42,2,8.09,0,13.74,0,CH,Budget,Standard
513,F,S,1,37000,N,229.64,24.393333,2,23.56,0,206.08,0,CC,Budget,Intnl_discount
518,M,M,2,29616,N,75.29,49.426667,1,29.78,0,45.5,0,CH,FreeLocal,Standard
520,M,M,0,19732.8,N,47.25,50.673333,2,24.81,0,22.44,0,CC,FreeLocal,Standard
523,M,S,2,96.33,N,59.01,56.473333,4,26.13,0,32.88,1,CC,Budget,Standard
526,F,M,2,52004.8,N,28.14,25.14,1,5.03,0,23.11,0,CH,Budget,Intnl_discount
529,M,M,2,53010.8,N,58.87,18.84,1,12.45,0,46.42,4,CC,FreeLocal,Standard
530,M,M,0,75004.5,N,58.72,64.8,2,26.52,0,32.19,0,CC,Budget,Intnl_discount
533,M,M,0,19749.3,N,34.17,60.366667,1,20.22,0,13.94,0,CC,Budget,Standard
534,M,S,1,57626.9,Y,48.35,43.906667,3,9.38,0,38.96,0,CC,Budget,Standard
535,M,M,2,20078,N,15.98,32.846667,4,9.65,0,6.33,0,CC,Budget,Intnl_discount
536,F,M,2,47902,N,72.31,26.033333,4,17.44,4.94,49.92,1,Auto,FreeLocal,Standard
541,M,M,1,7545.96,Y,200.75,16.753333,3,22.39,0,178.36,0,CC,Budget,Standard
547,F,S,0,78851.3,N,29.04,48.373333,4,0.37,0,28.66,0,CC,FreeLocal,Standard
548,F,S,1,17540.7,Y,36.2,62.786667,1,22.17,0.57,13.45,0,Auto,Budget,Standard
549,F,M,0,83891.9,Y,74.4,61.02,4,28.92,0,45.47,0,CH,Budget,Standard
550,F,M,2,28220.8,N,38.95,38.766667,4,26.49,0,12.46,0,CC,FreeLocal,Standard
552,F,S,0,28589.1,N,100.28,15.6,4,13.19,0,87.09,0,CC,FreeLocal,Standard
554,F,M,2,5237.63,N,78.02,48.753333,1,13.32,8.05,56.64,0,CC,Budget,Standard
557,M,S,2,89459.9,N,36.05,53.28,3,11.54,1.61,22.9,0,CC,FreeLocal,Standard
560,F,S,1,13576.5,N,40.49,39.426667,4,14.83,0,25.66,0,CC,Budget,Standard
561,F,S,0,81710.9,N,36.42,58.54,4,20.95,0,15.46,1,CC,FreeLocal,Standard
564,F,M,2,67388,N,96.33,53.12,3,4.79,0.5,91.04,1,CC,Budget,Standard
565,F,M,1,57063,Y,98.1,52.333333,4,16.79,0,81.3,0,CH,Budget,Standard
566,F,M,2,84166.1,N,15.02,54.013333,1,3.28,0,11.74,1,CC,Budget,Standard
572,F,S,1,7737.94,N,61.9,42.666667,2,11.05,0,50.84,0,CC,FreeLocal,Standard
573,M,S,2,100020,N,314.62,48,4,21.37,0,293.24,0,CH,Budget,Standard
574,F,M,2,45287.6,Y,2.97,29.026667,3,0,0,2.97,0,CC,Budget,Standard
575,F,M,2,59613.1,N,175.78,34.32,2,12.37,0,163.41,0,CC,Budget,Intnl_discount
577,F,S,1,16326.7,N,1.34,50.613333,2,0,0,1.34,0,CC,FreeLocal,Intnl_discount
580,F,S,2,9559.78,N,77.91,51.38,3,18.31,0,59.59,0,CC,FreeLocal,Standard
583,F,M,2,42031.8,N,59.78,50.753333,3,20.45,0,39.33,0,CH,Budget,Intnl_discount
585,F,M,2,83284.1,Y,35.96,28.42,3,26.91,0,9.04,0,Auto,FreeLocal,Intnl_discount
586,M,M,1,39229.1,N,47.1,26.26,4,28.82,4.74,13.53,0,CC,Budget,Intnl_discount
587,F,D,1,68427.4,N,73.81,42.393333,4,23.76,0,50.05,0,Auto,FreeLocal,Standard
589,M,S,0,3601.71,N,125.6,49.266667,1,9.57,4.19,111.84,0,Auto,Budget,Intnl_discount
591,F,S,0,98716.3,N,43.13,55.66,4,20.97,8.23,13.92,0,CC,FreeLocal,Standard
592,F,S,2,66182.7,Y,58.87,62.48,2,11.7,0,47.17,0,Auto,Budget,Standard
593,F,S,2,84789.3,N,33.47,50.433333,4,14.22,8.8,10.45,0,CH,FreeLocal,Standard
595,F,M,2,35976.5,Y,50.63,48.853333,4,18.85,0,31.78,0,Auto,FreeLocal,Intnl_discount
596,F,M,0,32703.1,Y,72.89,64.92,4,16.8,0,56.09,0,CC,Budget,Intnl_discount
598,F,M,2,8204.72,N,39.79,52.973333,4,15.59,0,24.19,0,CH,FreeLocal,Standard
599,M,M,1,97180.4,N,63.51,50.6,4,8.21,9.63,45.66,0,CH,FreeLocal,Standard
601,F,S,2,38280,N,86.61,33.74,4,11.64,0,74.97,0,Auto,FreeLocal,Intnl_discount
602,M,S,0,64136.6,Y,142.37,61.106667,2,16.21,1,125.15,0,CC,FreeLocal,Intnl_discount
604,F,M,2,45429.7,Y,97.74,61.713333,3,24.7,0,73.04,0,CH,FreeLocal,Standard
606,F,S,0,25285.5,N,21.3,53.986667,4,9.37,0,11.93,0,CC,FreeLocal,Standard
607,F,M,2,77551.1,Y,62.42,33.6,3,20.53,0,41.89,1,CC,Budget,Intnl_discount
608,F,M,0,38538.4,N,47.66,12.326667,3,22.86,8.32,16.48,0,CC,FreeLocal,Standard
609,F,S,0,69350.5,Y,27.86,57.42,4,1.9,0,25.95,0,CC,FreeLocal,Standard
616,M,S,2,43634.5,N,143.5,21.78,4,29.44,9.42,104.64,0,CC,Budget,Standard
620,F,S,1,13109.1,N,62.87,62.606667,4,22.38,0,40.48,0,Auto,Budget,Standard
621,M,S,1,92647.5,N,32.13,56.046667,4,16.04,5.74,10.34,0,CC,Budget,Standard
622,M,S,2,21021.6,Y,14.95,62.753333,2,3.75,0,11.19,0,CC,Budget,Standard
623,M,S,0,74460.7,Y,206.46,55.34,3,25.53,0.99,179.93,0,CC,FreeLocal,Standard
626,F,S,2,28787.4,N,86.06,41.666667,3,27.97,0,58.09,0,Auto,Budget,Standard
629,M,M,1,13091.6,N,43.06,59.126667,3,22.79,0,20.26,0,CC,Budget,Intnl_discount
632,F,M,2,62061.8,Y,82.08,45.92,4,29.86,0,52.22,0,Auto,FreeLocal,Standard
633,F,M,1,20550.9,Y,85.64,22.12,4,27.72,0.86,57.06,0,CC,Budget,Standard
636,M,M,2,1765.41,N,47.99,18.766667,1,3.04,0,44.95,0,CC,FreeLocal,Standard
639,F,S,2,19131.1,N,57.07,56.186667,1,22.15,0,34.91,0,Auto,Budget,Standard
645,M,M,2,42750.3,Y,134.97,50.493333,2,20.59,1.97,112.4,0,Auto,Budget,Intnl_discount
647,F,S,2,2842.55,N,0.79,45.92,4,0,0,0.79,0,Auto,Budget,Intnl_discount
648,M,M,2,22358.1,N,29.25,52.626667,3,15.54,1.52,12.19,0,CC,Budget,Standard
650,M,M,0,47870.8,Y,13.82,27.26,2,2,1.17,12.48,0,CC,FreeLocal,Standard
651,F,S,2,6440.46,Y,49.86,41,2,22.66,0,27.2,0,CH,Budget,Standard
652,F,S,0,7325.5,N,190.06,36.92,2,28.52,0,161.54,0,CC,FreeLocal,Intnl_discount
654,M,M,2,28766.9,N,64.2,46.84,4,6.11,0,58.08,0,CC,Budget,Standard
656,M,M,1,5252.29,N,19.73,16.333333,2,2.65,0,17.08,1,Auto,Budget,Standard
660,M,M,2,91272.2,Y,40,25.033333,3,26.99,0,13.01,0,CC,FreeLocal,Standard
666,M,S,0,69000,Y,137,52.266667,4,11.63,9.7,115.66,1,CC,FreeLocal,Intnl_discount
670,M,M,2,1406.05,Y,26.72,19.306667,3,11.55,0,15.17,0,CC,Budget,Standard
672,F,S,0,73228.3,N,50.58,43,2,22.47,0,28.11,0,Auto,Budget,Standard
673,F,S,2,76231.9,N,152.76,63.806667,4,2.01,0,150.75,0,Auto,FreeLocal,Standard
678,M,M,1,64792.3,N,51.41,52.146667,1,13.05,1.51,36.84,0,CH,FreeLocal,Standard
681,F,S,0,93322.1,Y,38.72,40.313333,1,29.92,0,8.79,0,CH,Budget,Intnl_discount
686,M,M,1,63437.3,N,14.98,63.653333,3,0.68,3.35,10.94,0,CC,Budget,Intnl_discount
690,M,M,2,49910.7,Y,51.14,51.52,1,27.42,0,23.72,0,CC,Budget,Standard
692,M,M,0,76161.4,Y,37.55,44.573333,3,11.96,0,25.58,0,CC,FreeLocal,Standard
693,F,M,2,55860,Y,26.37,14.573333,4,16.01,0,10.35,0,CC,FreeLocal,Intnl_discount
694,F,S,1,12686,N,103.88,64.8,1,23.23,0,80.64,0,Auto,Budget,Standard
702,M,M,2,57360.8,Y,67.61,53.253333,2,10.36,0,57.25,0,CC,FreeLocal,Standard
703,M,M,1,92414.7,Y,40.06,45.513333,4,29.43,0,10.62,0,CC,FreeLocal,Standard
704,M,M,1,60102.7,N,72.29,42.14,4,9.84,0,62.44,1,CH,FreeLocal,Standard
706,F,M,2,17888.7,N,361.88,43,4,29.41,0,332.46,0,CC,Budget,Standard
707,F,S,1,12526.3,N,40.59,53.553333,1,11.72,0,28.86,0,CC,FreeLocal,Intnl_discount
710,F,S,2,14578.8,Y,107.02,60.933333,1,11.91,0,95.1,0,Auto,Budget,Standard
713,M,M,0,78572.2,Y,51.09,42.346667,3,21.81,0,29.28,1,CC,FreeLocal,Standard
714,M,M,1,3933.74,N,57.67,17.86,2,9.75,0,47.91,0,CC,Budget,Intnl_discount
715,F,M,2,48238.8,N,191.32,34.706667,1,23.28,0,168.03,0,CC,FreeLocal,Standard
717,F,M,0,28770.9,N,49.6,12.34,3,27.99,5.32,16.27,0,CH,FreeLocal,Standard
718,F,M,2,87578.2,Y,22.44,53.366667,2,0.29,0,22.15,0,CC,Budget,Standard
719,F,M,2,86695.4,N,58.03,13.906667,2,25.94,0,32.09,0,CC,FreeLocal,Standard
721,F,S,2,76791.2,N,43.71,47,1,20.71,0,23,0,CC,Budget,Intnl_discount
725,F,S,0,30763.8,Y,57.17,14.193333,4,21.32,0,35.85,0,CC,Budget,Standard
726,F,M,2,3193.6,N,118.82,54.046667,3,4.19,0,114.62,1,CH,Budget,Standard
730,F,M,0,83287,N,119.82,56.193333,4,29.64,0,90.18,4,Auto,FreeLocal,Intnl_discount
731,M,S,1,2056.06,Y,58.8,18.94,4,24.07,6.98,27.75,0,Auto,Budget,Standard
732,F,M,2,7776.6,N,94.2,35.706667,3,25.87,0,68.33,0,CC,FreeLocal,Standard
733,M,M,1,2067.82,N,85.9,47.853333,2,15.25,0,70.65,0,CC,Budget,Intnl_discount
734,M,S,0,77000,N,20.74,63.353333,3,4.58,7.66,8.49,0,CC,Budget,Standard
736,F,M,2,69343.3,N,21.91,42.166667,2,6.36,0,15.54,0,CC,FreeLocal,Standard
737,F,M,0,83287,N,24.46,44,2,0.57,0,23.89,2,Auto,Budget,Standard
740,F,M,0,14932.5,N,11.42,46,2,4.91,0,6.5,0,CC,Budget,Intnl_discount
741,F,S,0,27498.1,N,12.08,52.646667,4,2.2,0,9.88,0,CC,Budget,Intnl_discount
743,F,M,2,21419.9,N,129.51,59.833333,1,26.39,0,103.12,0,CC,FreeLocal,Standard
744,F,M,2,30665.2,Y,77.44,22.88,4,5.83,8.32,63.28,0,Auto,FreeLocal,Standard
745,F,M,1,70000,Y,37.04,67,2,6.08,0,30.95,0,Auto,FreeLocal,Intnl_discount
746,F,M,2,50561.3,N,129.91,46,2,16.6,0,113.31,1,CH,Budget,Standard
748,F,S,2,23464,Y,64.14,61,3,22.43,0,41.71,0,CC,Budget,Intnl_discount
749,F,M,2,194.57,N,67.21,47,2,28.26,0,38.95,0,CC,FreeLocal,Standard
750,F,M,1,98680.4,Y,26.44,46,4,17.58,0,8.85,0,CH,FreeLocal,Intnl_discount
751,M,M,0,65619.7,Y,158.22,52.646667,2,13.56,0,144.66,0,CC,Budget,Standard
752,F,M,1,95620.3,Y,104.53,47,4,10.91,0,93.61,0,CC,Budget,Standard
753,F,S,0,85275,N,174.09,62,1,22.48,0,151.61,0,Auto,FreeLocal,Intnl_discount
754,F,M,1,66921.4,Y,24.67,46,1,15.7,0,8.97,0,CC,FreeLocal,Intnl_discount
755,F,M,1,98453.6,Y,25.38,70,4,13.72,0,11.65,0,Auto,FreeLocal,Standard
756,F,M,2,94026.8,Y,35.63,27.746667,2,25,0,10.62,0,CC,FreeLocal,Intnl_discount
758,F,S,2,57420,Y,277.72,55,4,25.18,0,252.53,1,Auto,Budget,Standard
759,M,M,0,66666,N,34.35,45.486667,1,3.93,3.73,26.69,1,CC,FreeLocal,Standard
761,M,M,2,47639.1,N,57.11,41,4,17.48,0,39.62,0,CC,Budget,Intnl_discount
762,F,M,2,63234.5,Y,1.16,52.36,4,0,0,1.16,0,CH,FreeLocal,Intnl_discount
766,F,M,2,18296.4,Y,10.47,42.626667,4,0.08,0,10.39,0,CC,FreeLocal,Standard
767,F,S,0,39461,N,126.68,22.226667,1,22.87,0.28,103.52,1,CC,FreeLocal,Standard
769,F,S,1,70000,N,86.12,56.193333,1,22.82,0,63.29,0,Auto,FreeLocal,Standard
771,M,M,1,47371,Y,270.97,54.96,4,4.98,7.69,258.29,0,CC,Budget,Intnl_discount
772,F,M,2,52957,Y,151.32,39.746667,4,25.79,0,125.52,2,CH,FreeLocal,Standard
773,F,S,2,86747.1,N,57.4,64.853333,4,20.15,0,37.24,0,Auto,Budget,Standard
775,F,M,1,87404.6,N,160.84,63.186667,2,21.63,0,139.2,0,Auto,Budget,Standard
777,F,M,2,85394,Y,35.69,20.16,2,19.28,2.02,14.38,1,Auto,Budget,Intnl_discount
778,F,S,0,2121.36,N,38.8,39.786667,3,2.02,0,36.78,1,CC,FreeLocal,Standard
779,F,M,2,63566.1,Y,73.03,56.3,4,7.94,0,65.09,0,CH,Budget,Intnl_discount
782,F,S,0,89813.6,N,166.18,12.846667,4,14.94,1.96,149.26,0,CC,FreeLocal,Intnl_discount
783,F,M,2,25738.4,N,48.67,50.08,1,19.88,9.57,19.2,0,CH,Budget,Standard
784,F,M,2,82644.2,Y,41.85,33.493333,2,21.97,0,19.88,0,CC,FreeLocal,Intnl_discount
785,F,S,1,27783.6,N,29.58,14.04,2,4.97,6.53,18.07,0,CC,FreeLocal,Standard
788,F,M,2,60485.5,N,40.41,41.666667,3,11.7,0,28.7,0,Auto,Budget,Intnl_discount
791,F,M,2,809.43,Y,2.89,31.913333,4,0,0,2.89,0,CH,FreeLocal,Intnl_discount
792,M,S,1,76529.8,N,43.89,58.28,4,18.46,5.36,20.05,0,CC,Budget,Standard
793,F,M,2,34577.7,N,145.75,63.253333,4,29.18,0,116.57,3,CH,Budget,Standard
795,F,M,0,66666,N,73.02,67,1,27.56,0,45.46,0,Auto,Budget,Standard
796,F,S,2,19008.4,Y,147.74,52.166667,4,10.54,0,137.19,0,CC,FreeLocal,Standard
797,F,M,0,98056.3,N,150.67,55.966667,1,23.7,0,126.96,0,Auto,FreeLocal,Standard
798,M,M,0,80000,Y,2.21,53.213333,1,0,0,2.21,0,CH,Budget,Standard
800,M,M,0,78894.2,N,46.65,52.74,3,2,1.41,43.23,0,CH,Budget,Intnl_discount
801,M,S,1,16432.1,Y,109.78,20.92,4,20.41,8.89,80.47,0,CH,Budget,Intnl_discount
802,M,S,1,62797.9,N,68.09,32,2,8.32,4.28,55.48,0,CH,Budget,Intnl_discount
803,M,S,1,71329.9,Y,63.75,42.233333,3,14.27,3.55,45.92,0,CC,Budget,Standard
807,F,S,0,20913.6,N,95.93,53.013333,1,22.99,7.16,65.77,0,CC,FreeLocal,Standard
810,F,S,1,540.4,Y,20.1,39.213333,3,12.34,0,7.75,0,Auto,Budget,Intnl_discount
814,M,M,2,67339.8,N,81.72,17.006667,3,27.83,5.19,48.69,0,CC,FreeLocal,Intnl_discount
816,M,M,1,75799.9,N,94.06,46.38,2,22.24,7.02,64.8,0,CC,FreeLocal,Intnl_discount
817,F,S,2,15688.5,N,22.42,53.06,3,14.39,0,8.03,0,CC,Budget,Standard
818,F,S,0,43382.3,N,138.37,16.073333,3,29.67,8.76,99.94,0,CH,FreeLocal,Standard
820,F,S,0,5185.31,N,52.9,62.053333,4,16.39,5.99,30.51,0,CC,FreeLocal,Intnl_discount
821,F,D,1,13011.4,N,134.45,16.06,3,26.01,0,108.44,0,CC,Budget,Standard
822,F,S,0,35000,N,106.53,22.433333,4,22.96,8.28,75.27,0,CH,Budget,Intnl_discount
824,F,M,2,80087.7,N,31.56,41.92,3,8.74,0,22.82,0,CC,FreeLocal,Standard
825,F,M,2,59691.3,N,278.65,38.04,1,21.94,0,256.7,0,CC,Budget,Standard
827,F,S,2,11251.1,Y,141.91,52,4,28.42,0,113.48,0,CC,FreeLocal,Standard
829,M,M,1,70908.7,N,55.47,49.62,1,7.7,4.55,43.2,0,CC,FreeLocal,Standard
830,M,S,0,94928.3,N,93.78,40.18,1,14.42,5.61,73.74,0,CC,FreeLocal,Standard
832,F,M,2,50622.3,N,112.72,40.46,3,20.45,2.07,90.19,0,Auto,FreeLocal,Standard
834,M,M,0,100020,Y,39.32,52.266667,4,16.2,4.27,18.84,0,CC,FreeLocal,Intnl_discount
838,M,M,0,65000,Y,92.37,52.266667,1,29.55,0,62.81,0,CH,Budget,Standard
840,F,S,2,93559.1,N,31.42,57.62,4,1.52,0,29.9,0,CC,Budget,Standard
841,F,M,1,56722.8,N,74.77,60.593333,4,17.37,6.21,51.17,0,CC,FreeLocal,Standard
843,M,M,1,120000,N,3.22,53.213333,1,0,0,3.22,0,CC,Budget,Intnl_discount
844,F,S,2,3416.62,Y,123.7,22.76,1,18.97,0,104.73,0,CC,Budget,Standard
845,F,M,0,78000,Y,10.39,55.633333,3,0.17,0,10.22,0,Auto,Budget,Standard
846,M,M,0,73400,Y,40.9,53.213333,2,15.27,0,25.62,0,CC,FreeLocal,Standard
847,F,M,2,8032.16,N,88.77,45.666667,3,29.68,0,59.08,0,CC,FreeLocal,Standard
848,F,D,1,93454.3,Y,44.13,48.533333,2,18.94,0,25.18,0,Auto,FreeLocal,Standard
849,M,M,0,5745,Y,44.11,15.38,1,26.4,0,17.71,0,CC,FreeLocal,Standard
850,F,S,0,77000,N,215.96,58.56,2,0.41,7.35,208.19,0,Auto,Budget,Standard
851,F,S,0,92564.1,Y,74.86,49.133333,3,23.17,0,51.68,0,Auto,FreeLocal,Standard
853,M,S,0,68000,Y,90.25,49,3,4.91,3.14,82.19,0,CH,Budget,Intnl_discount
855,F,M,2,48322.5,Y,50.29,49.333333,2,6.69,0,43.6,0,CC,FreeLocal,Standard
857,M,S,2,78373.5,N,199.91,35.346667,2,6.97,8.91,184.02,0,Auto,Budget,Standard
858,F,M,2,81913.8,Y,53.03,49.66,3,6.7,0,46.33,0,CC,FreeLocal,Standard
861,F,S,0,919.93,N,120.71,38.26,4,27.28,0,93.42,0,CH,Budget,Standard
862,F,M,2,69486.8,N,17.11,30.946667,3,7.72,0,9.39,1,CC,Budget,Standard
863,F,M,2,24482.8,N,2,33.533333,4,0,0,2,0,CH,Budget,Intnl_discount
865,F,M,0,14573.6,N,263.58,64.606667,4,26.61,0,236.97,0,CC,Budget,Standard
866,F,M,2,92103.8,N,14.86,52.153333,4,7.42,0,7.43,0,CC,Budget,Standard
867,F,S,2,8392.14,Y,87.16,36.68,1,25.03,7.33,54.8,0,CH,Budget,Intnl_discount
868,F,S,0,17138.2,N,104.69,63.786667,2,20.01,0,84.67,0,CC,FreeLocal,Intnl_discount
870,F,M,2,47010.1,N,167.31,57.406667,2,2.54,0,164.76,0,CC,Budget,Intnl_discount
872,F,S,0,67239.4,N,66.7,44.433333,1,12.89,0,53.81,0,Auto,FreeLocal,Intnl_discount
873,M,M,1,69406.7,Y,142.23,38,2,6.9,7.21,128.1,1,CC,FreeLocal,Standard
875,F,M,2,83259.3,N,4.46,50.88,1,0,0,4.46,0,CC,Budget,Standard
878,M,M,1,20818.5,N,63.28,12.68,2,9.13,6.29,47.85,0,Auto,FreeLocal,Standard
882,F,M,2,2185.6,N,28.07,52.513333,1,7.12,0,20.95,1,CH,Budget,Standard
884,M,M,1,76511.3,N,42.52,62.08,2,21.68,3.46,17.37,0,CC,FreeLocal,Standard
886,F,M,1,34555,N,34.61,23,4,25.77,0,8.84,0,CH,FreeLocal,Standard
887,F,M,2,11234.7,Y,113.42,49.046667,2,0.69,0,112.72,0,CC,Budget,Standard
889,F,M,2,36660.9,Y,3.36,39.96,3,0,0,3.36,1,CH,Budget,Intnl_discount
891,F,M,2,68462.8,N,90.84,34.4,1,24.39,5.93,60.51,0,CC,FreeLocal,Standard
894,F,M,2,72841.3,N,82.53,47.02,2,10.36,0,72.16,0,CC,Budget,Standard
895,F,M,2,63670.8,Y,78.87,46.146667,3,27.39,0,51.47,0,Auto,FreeLocal,Standard
896,M,S,0,80000,N,70.7,41,3,29.73,5.24,35.73,0,CC,Budget,Standard
897,F,S,1,83287,Y,120.53,47,3,20.44,0,100.08,0,Auto,Budget,Standard
898,M,M,0,12387.6,N,93.85,56.173333,2,2,0,65.93,0,Auto,FreeLocal,Standard
900,F,M,1,82931.3,N,137.25,64.64,1,19.24,0,118,0,Auto,FreeLocal,Standard
901,F,M,2,57483.9,N,44.3,44.026667,3,17.01,0,27.29,0,CH,Budget,Standard
903,F,S,2,21274,N,43.31,45.526667,4,10.87,0,32.43,0,Auto,FreeLocal,Standard
904,F,M,2,28267,N,214.41,30.093333,2,21.87,0,192.53,0,CC,FreeLocal,Standard
906,F,M,2,36725.1,N,94.88,55.793333,3,8.65,9.22,77,0,CH,Budget,Standard
910,M,S,1,94188.3,N,41.51,57.546667,4,20.86,0.86,19.78,0,CC,Budget,Standard
913,F,M,2,91861,Y,22.06,41.98,2,15.32,0,6.74,0,CC,Budget,Standard
916,F,S,1,12374.9,Y,123.59,33.493333,1,17.49,0,106.1,0,Auto,FreeLocal,Standard
917,F,M,2,69133.9,Y,46.32,26.833333,1,8.58,0,37.73,0,CH,FreeLocal,Standard
919,F,M,2,84948,Y,23.73,29.446667,3,11.14,0,12.58,0,CH,FreeLocal,Intnl_discount
920,F,M,2,30998.8,N,52.91,40.96,3,2.4,0,50.5,0,Auto,Budget,Standard
926,M,D,1,21416.5,N,27.61,35.653333,2,9.9,9.17,8.53,0,CC,FreeLocal,Intnl_discount
930,M,S,1,78554.2,N,35.88,16.7,2,5.59,7.26,23.03,0,Auto,Budget,Standard
931,M,S,1,3960.5,N,96.13,14.693333,2,29.78,0,66.35,0,Auto,FreeLocal,Standard
933,M,M,0,60101.1,Y,157.96,63.766667,2,27.7,6.11,124.14,2,CH,FreeLocal,Standard
934,F,M,2,38215.9,N,0.97,30.886667,4,0,0,0.97,0,Auto,Budget,Standard
935,F,M,1,13829.4,N,176.61,20,1,29,0,160.42,0,CC,FreeLocal,Standard
936,F,M,2,49745.3,N,27.28,47.966667,2,2.84,0,24.44,0,CH,Budget,Intnl_discount
938,F,M,2,88427,N,69.97,13.86,2,22.46,4.16,43.34,0,CC,Budget,Standard
939,F,M,2,98003.7,Y,84.42,26.273333,3,1.03,0,83.39,0,CC,FreeLocal,Intnl_discount
940,M,S,0,89142.7,N,16.91,53.693333,4,3.76,8.13,5.01,0,CC,Budget,Intnl_discount
941,F,S,0,74530.8,N,127.89,63.086667,3,20.89,0.49,106.5,0,Auto,FreeLocal,Intnl_discount
943,F,S,0,40120,N,265.78,22,3,30,0,262.91,0,CC,Budget,Standard
948,F,M,2,76289.2,N,104.63,48.206667,3,22.2,0,82.43,0,CC,Budget,Intnl_discount
950,M,M,1,66931.9,N,17.46,63.933333,3,11.72,0.39,5.35,0,CC,Budget,Standard
951,F,D,0,40120,Y,108.3,21,2,40,0,99.73,0,CC,FreeLocal,Standard
952,F,M,1,40120,N,48.08,22,4,26,0,26.78,0,Auto,FreeLocal,Intnl_discount
953,F,S,0,40120,N,168.28,24,3,27,0,154.77,0,CC,Budget,Intnl_discount
954,F,S,0,40120,N,65.79,24,2,26,0,61.44,0,CC,Budget,Standard
955,F,S,2,42000,N,41.78,23,4,33,0,35.73,0,Auto,Budget,Standard
956,F,S,0,40120,N,23.52,20,4,33,0,9.51,0,Auto,Budget,Intnl_discount
957,F,S,2,40120,N,62.95,22,2,37,2.22,38.18,0,CC,FreeLocal,Standard
958,F,S,1,40120,N,134.75,21,1,28.45,0,106.3,0,CC,Budget,Standard
962,F,M,2,90271.6,N,110.4,44.926667,1,13.96,0,96.43,0,CC,FreeLocal,Standard
967,F,M,2,64816.6,Y,27.87,31.126667,4,21,0,6.87,0,CC,Budget,Standard
968,F,M,2,98217.1,N,42.74,44.98,4,29.49,0,13.24,0,CC,FreeLocal,Standard
970,F,S,1,2929.13,N,102.23,53.506667,1,14,0,88.23,0,CH,Budget,Intnl_discount
972,F,M,2,41876.6,Y,139.44,44.093333,4,6.78,0,132.65,0,CC,FreeLocal,Standard
973,M,M,0,96223.4,Y,18.18,64.76,3,11.81,0.63,5.73,0,CC,FreeLocal,Standard
974,F,S,0,15989.3,N,29.17,61.693333,3,3.67,0,25.49,1,CC,Budget,Intnl_discount
975,M,M,0,69168.4,Y,234.91,62.426667,3,14.16,6.01,214.73,0,CC,Budget,Standard
976,M,M,1,92148.5,Y,113.68,38,2,2,0,100.9,0,CC,Budget,Intnl_discount
977,M,M,0,96681,Y,73.76,19.76,2,2,7.66,40.92,0,CC,Budget,Standard
978,M,S,0,62705.9,Y,33.44,39,2,2,0,6.81,0,CC,FreeLocal,Intnl_discount
979,M,S,0,80221.2,N,50.48,29.026667,2,2,0,49.56,0,Auto,FreeLocal,Standard
980,M,S,0,84479.2,N,56.23,28,2,2,0,43.01,0,CC,FreeLocal,Standard
981,F,M,2,64977.4,N,45.77,38.193333,3,28.11,0,17.66,0,CC,FreeLocal,Standard
982,F,M,0,77994,N,102.02,50.553333,1,12.4,0,89.62,0,CH,FreeLocal,Standard
983,M,M,2,90103.7,N,66.45,34.946667,4,12.23,8.87,45.34,0,CC,Budget,Intnl_discount
984,F,M,0,59008.4,Y,31.59,30.18,1,12.86,0,18.73,0,CC,Budget,Standard
985,M,M,2,5265.35,N,31.1,52.873333,3,2.33,5.3,23.46,0,Auto,Budget,Intnl_discount
986,M,S,1,84978.1,N,88.79,21.64,2,5.03,7.68,76.07,0,CH,FreeLocal,Intnl_discount
987,F,M,2,36647.9,N,107.38,49.986667,4,21.41,0,85.96,0,CC,Budget,Intnl_discount
988,F,S,0,64319.2,N,40.16,41.226667,1,3.01,0,37.15,0,CH,Budget,Intnl_discount
989,F,S,1,73338,N,29.93,48.246667,2,20.92,0,9.01,0,Auto,Budget,Intnl_discount
990,F,S,0,433.74,N,44.22,60.746667,2,3.3,0,40.91,0,CC,FreeLocal,Standard
991,F,M,2,16962.2,N,27.57,45.36,2,18.6,0,8.96,0,CC,Budget,Standard
993,M,M,2,10708.3,N,142.95,26.026667,1,20.83,4.85,117.26,0,CH,Budget,Intnl_discount
996,F,M,0,2031.61,N,109.04,20.3,1,21.64,0,87.4,0,CC,Budget,Standard
1000,F,S,2,16938.5,N,22.11,52,3,13.35,0,8.76,0,CH,FreeLocal,Standard
